category,description
Books,Riddles In Hinduism Riddles in Hinduism is one of his many works B.R. Ambedkar did not get to publish in his lifetime.Now That published
Books,General Knowledge for All  2019 
Books,"Old Path White Clouds: Walking in the Footsteps of the Buddha About the Author Thich Nhat Hanh is a Vietnamese Zen master, poet, scholar, and peace activist who was nominated for the Nobel Peace Prize by Dr. Martin Luther King Jr. He is the author of many bestselling books, including the classics The Miracle of Mindfulness, Peace Is Every Step,  Anger, and The Art of Power. Thich Nhat Hanh lives in Plum Village, his meditation center in France, where his monastic and lay disciples assist him in leading retreats worldwide on the art of mindful living."
Books,"WBCSSC - The West Bengal Central School Services Commission,  Group – D Bilingual Practice Work Book – (Bengali & English) - 1752 "
Books,"ISC Chapterwise Solved Papers Physics Class 12th About the Author An editorial team of highly skilled professionals at Arihant, works hand in glove to ensure that the students receive the best and accurate content through our books. From inception till the book comes out from print, the whole team comprising of authors, editors, proofreaders and various other involved in shaping the book put in their best efforts, knowledge and experience to produce the rigorous content the students receive. Keeping in mind the specific requirements of the students and various examinations, the carefully designed exam oriented and exam ready content comes out only after intensive research and analysis. The experts have adopted whole new style of presenting the content which is easily understandable, leaving behind the old traditional methods which once used to be the most effective. They have been developing the latest content & updates as per the needs and requirements of the students making our books a hallmark for quality and reliability for the past 15 years."
Books,Olympiad Champs Mathematics Class 3 with Past Olympiad Questions 
Books,"Windsurfing Nation                                                                                                                                                                                                                                                                Import Label price increase, apologies"
Books,"Read It Yourself Little Red Hen Level 1 (mini Hc) About the Author Ladybird brings together characters from well-loved children’s TV shows such as Peppa Pig, In the Night Garden, Ben and Holly and the lively twosome Topsy and Tim; plus a whole host of fairy tale favourites like Cinderella and Pinocchio.Sharing a Ladybird story with your child is a great way to start exploring the big, wide world. Whether they’re discovered through snuggly bedtime favourites, buggy books that accompany adventures or fun apps for playtime, really great stories open up whole new worlds and spark imagination, creativity and curiosity."
Books,"World's Best Travel Experiences: 400 Extraordinary Places (National Geographic) Review ""This book takes you around the world like never before."" –GMA.com Gift Guide“Readers will dip into this book for inspiration for future travel as well as for fuel for beautiful daydreams.” –Library Journal  About the Author Born in the Democratic Republic of Congo, KEITH BELLOWS has launched 30 magazines, television, and radio properties and has lectured around the world. He is editor-in-chief of National Geographic Traveler and project leader of Learning2Go, an innovative program he developed to bring children and parents together around travel as a learning tool. A graduate of Gordonstoun School in Scotland and Dartmouth College, Bellows has appeared regularly on The Today Show and Good Morning America.               See all Product description"
Books,"Neuroscience Nursing: Assessment and Patient Management This book brings together the best of the neuroscience articles that have been published in the British Journal of Nursing since April 2004. Together they provide an essential reference for nurses working with people with neurological problems in a variety of settings from critical care and tertiary referral centres with specialist neuroscience units, through to stroke services and primary care teams. The book is divided into three sections. The first section focuses on aspects of assessment relevant to neurological patients, the second covers a variety of issues in the management of patients with acute neurological conditions, including some key aspects of neuroscience critical care practice, and the final section focuses on the management of patients with long-term neurological conditions. The aim of this book is to identify key areas of practice and evidence of current best care rather than to provide the definitive neuroscience nursing text. The fact that such a wide range of papers has been published over such a short space of time in one generic nursing journal is testament to the importance of the subject for all practising nurses. With over 10 million people in the UK suffering from a neurological problem one can see the need for nurses everywhere to have access to resources to help them understand and implement appropriate care for these patients."
Books,"Every Vote Counts: The Story of India's Elections About the Author Navin Chawla joined the Indian Administrative Service (IAS) in 1969 and retired as secretary to the Government of India. He was appointed election commissioner in 2005 and Chief Election Commissioner in April 2009, when he conducted the general election to national and international acclaim."
Books,"Kaplan GMAT Math Workbook (Kaplan Test Prep) About the Author For 80 years, Kaplan Test Prep (www.kaptest.com) has been helping students grow their knowledge, skills and confidence so they can be their best on Test Day. Our prep books and online resources provide the expert guidance that students need at every step of their educational journey – incorporating years of test-specific data and strategies tested by Kaplan students and our own expert psychometricians.  After helping millions of students, we know what works. Our guides deliver knowledge with clarity and simplicity while focusing on the specialized strategies that keep test-takers ahead of the clock and at the top of their game. We offer preparation for more than 90 standardized tests – including entrance exams for secondary school, college, and graduate school, as well as professional licensing exams for attorneys, physicians, and nurses.  With a full array of self-paced and live online courses, as well as print books and mobile apps, you can use Kaplan to study on your own schedule and at your own speed. Kaplan’s private tutors and admissions consultants supplement those offerings with one-on-one support."
Books,"The Collected Short Stories (City Plans) About the Author Satyajit Ray was born on 2 May 1921 in Calcutta. After graduating from Presidency College, Calcutta, in 1940, he studied art at Rabindranath Tagore’s university, Shantiniketan. By 1943, Ray was back in Calcutta and had joined an advertising firm as a visualizer. He also started designing covers and illustrating books brought out by Signet Press. A deep interest in films led to his establishing the Calcutta Film Society in 1947. During a six-month trip to Europe, in 1950, Ray became a member of the London Film Club and managed to see ninety-nine films in only four-and-a-half months.In 1955, after overcoming innumerable difficulties, Satyajit Ray completed his first film, Pather Panchali, with financial assistance from the West Bengal government. The film was an award-winner at the Cannes Film Festival and established Ray as a director of international stature. Together with Aparajito (The Unvanquished, 1956) and Apur Sansar (The World of Apu, 1959), it forms the Apu trilogy and perhaps constitutes Ray’s finest work. Ray’s other films include Jalsaghar (The Music Room, 1958), Charulata (1964), Aranyer Din Ratri (Days and Nights in the Forest, 1970), Shatranj Ke Khilari (The Chess Players, 1977), Ghare Baire (The Home and the World, 1984), Ganashatru (Enemy of the People, 1989), Shakha Proshakha (Branches of a Tree, 1990), and Agantuk (The Stranger, 1991). Ray also made several documentaries, including one on Tagore. In 1987, he made the documentary Sukumar Ray, to commemorate the birth centenary of his father, perhaps Bengal’s most famous writer of nonsense verse and children’s books. Satyajit Ray won numerous awards for his films. Both the British Federation of Film Societies and the Moscow Film Festival Committee named him one of the greatest directors of the second half of the twentieth century. In 1992, he was awarded the Oscar for Lifetime Achievement by the Academy of Motion Picture Arts and Science and, in the same year, was also honoured with the Bharat Ratna. Apart from being a film-maker, Satyajit Ray was a writer of repute. In 1961, he revived the children’s magazine, Sandesh, which his grandfather, Upendrakishore Ray, had started and to which his father used to contribute frequently. Satyajit Ray contributed numerous poems, stories and essays to Sandesh, and also published several books in Bengali, most of which became best-sellers. In 1978, Oxford University awarded him its D.Litt degree. Satyajit Ray died in Calcutta in April 1992."
Books,"The Swastika Killer About the Author Mahendra Jakhar is an author, screenwriter and filmmaker. The Butcher of Benares, a crime-thriller also published by Westland, was his first novel. It was rated as one of 2014’s best crime fiction debuts by www.livemint.com. He is an ex-journalist who worked as a crime reporter with a leading English daily in New Delhi for over six years before shifting to Mumbai. He started his scriptwriting career with director, Mahesh Bhatt and went on to write scripts for various filmmakers—Tiggmanshu Dhulia, Abhinav Kashyap, Ashwini Chaudhary, Hansal Mehta and Sunil Bohra. He also dabbled in writing scripts for various TV shows and documentaries. He wrote the script of Manjhi-The Mountain Man, a feature film directed by Ketan Mehta starring Nawazuddin Siddiqui. He has also co-written the script for Chandamama Door Ke, India’s first space adventure film based on India’s most daring mission to the Moon. The film will be directed by National Award winner filmmaker, Sanjay Puran Singh Chauhan."
Books,"Bank PO Quantitative Aptitude Solved Papers About the Author An editorial team of highly skilled professionals at Arihant, works hand in glove to ensure that the students receive the best and accurate content through our books. From inception till the book comes out from print, the whole team comprising of authors, editors, proof-readers and various other involved in shaping the book put in their best efforts, knowledge and experience to produce the rigorous content the students receive. Keeping in mind the specific requirements of the students and various examinations, the carefully designed exam oriented and exam ready content comes out only after intensive research and analysis. The experts have adopted whole new style of presenting the content which is easily understandable, leaving behind the old traditional methods which once used to be the most effective. They have been developing the latest content and updates as per the needs and requirements of the students making our books a hallmark for quality and reliability for the past 15 years."
Books,Textbook for Operation Theater Technicians (As per Paramedical Council Syllabus) About the Author Neelam Rai MSc (N). Arpit Ravindra Lal BSc (N).
Books,"1962: The War That Wasn't Review  …Verma's book is one of the few comprehensive accounts pieced together to give the total picture—not only of the battlescape, but also the political space. –Week 1962: The War That Wasn’t by Shiv Kunal Verma is a courageous book that…will become a benchmark for the genre of military writing in India. —Sunday Guardian   Verma's meticulous detail of the battle lines is understandable for it honours the brave and the fallen…. the story is gripping and monumentally tragic.—Telegraph   …an immaculately-researched and carefully structured study that will be of interest to all Indians, and not just military history buffs. More importantly, it is likely to stand the test of time, which is the ultimate criterion for all historical treatises.—Financial Times   Shiv Kunal Verma has written [a] very detailed and highly readable account…takes us step by step through the events that led up to the conflict… Verma’s book stands out as one of the most objective and authoritative accounts… —Biblio   Riveting in both style and substance, this book chronicles the story of an army that was let down by some of its senior officers…as well as their political masters. The book also documents the early history of the regions…and the goings-on in the Indian Army, including political meddling…— Indian Link   Three decades in the making, 1962: The War, That Wasn’t is a labour of love, sans the rhetoric and rose-tinted sunglasses. Incredibly well researched, the book dispassionately examines events and circumstances that finally culminated with the month long hostilities in the Himalayas.—Swarajya"
Books,"Seabiscuit: An American Legend (Ballantine Reader's Circle) From The New Yorker Horse stories are staples of young-adult fiction. Hillenbrand, a veteran equestrian writer, attempts something quite different: a full-length biography of the Thoroughbred Seabiscuit, a California racehorse who became one of the sporting world's biggest celebrities in the late thirties. Because her subject left behind few interesting interviews, the author fills out her portrait with people who helped guide Seabiscuit to glory: his owner, Charles Howard; his trainer, Tom Smith; and a hard-luck jockey named Red Pollard. While fans waited for a horse-to-horse showdown with War Admiral, the darling of the Eastern racing establishment, Seabiscuit set several records and battled various injuries. Unfortunately, many of the races are recounted in breathless, melodramatic prose. Far more interesting are the sections that detail the gruelling, hazardous life of a jockey; Pollard, a failed prizefighter with a taste for literature, emerges as the story's true hero.  Copyright © 2005 The New Yorker  Review “Fascinating . . . Vivid . . . A first-rate piece of storytelling, leaving us not only with a vivid portrait of a horse but a fascinating slice of American history as well.”—The New York Times  “Engrossing . . . Fast-moving . . . More than just a horse’s tale, because the humans who owned, trained, and rode Seabiscuit are equally fascinating. . . . [Hillenbrand] shows an extraordinary talent for describing a horse race so vividly that the reader feels like the rider.”—Sports Illustrated “REMARKABLE . . . MEMORABLE . . . JUST AS COMPELLING TODAY AS IT WAS IN 1938.”—The Washington Post               See all Product description"
Books,School Administration & Management: Revised & Enlarged Edition About the Author S.K Kochhar was an Educationist and professor of Education.
Books,Uttam's 12th Chemistry Papers with Solution for 2019 
Books,"Equine Applied and Clinical Nutrition: Health, Welfare and Performance "
Books,"You Can Be The Happiest Woman In The World Product description Description from the publisher: Do you want to be happy? We are all looking for an escape from worry, stress, depression, and for ways to find happiness. This book presents the route to happiness in a nutshell, drawing on Islamic teachings and the voices of ""experts"" both western and eastern. So sit back, relax, and read it from cover to cover, or dip into it a page or two at a time in between other activities in a busy life as a wife, mother, student, or worker. You are holding in your hands a treasure chest of reminders that will help you learn important lessons and set you on the path to happiness in this world and in the hereafter, insha'Allah. (Muhammad Online Islamic Book Store +91 99457 44117)"
Books,"Waking Up  Searching for Spirituality Without Religion Review ""Sam Harris reminds us that awakening does not depend on religious belief. With his usual probing clarity, Sam points out the rational methodology for exploring the nature of consciousness."" (Joseph Goldstein, author of 'Mindfulness: A Practical Guide to Awakening' and 'One Dharma')""So entirely of this moment, so keenly in touch with the growing number ... who are willing to say that they do not find the succor they crave, or a truth that makes sense to them, in organized religion."" (Frank Bruni New York Times)""Sam Harris ranks as my favourite sceptic, bar none. In Waking Up he gives us a clear-headed, no-holds-barred look at the spiritual supermarket, calling out what amounts to junk food and showing us where real nutrition can be found. Anyone who realizes the value of a spiritual life will find much to savour here – and those who see no value in it will find much to reflect on."" (Daniel Goleman, Author of 'Emotional Intelligence' and 'Focus')""Harris shows how our egos are illusions [and] how abandoning this illusion can wake us up to a richer life, more connected to everything around us."" (Jerry Coyne, Professor of Biology at the University of Chicago)""Waking Up is an extraordinary book ... It will shake up your most fundamental beliefs about everyday experience, and it just might change your life."" (Paul Bloom, Professor of Psychology and Cognitive Science at Yale University) 				    	 					 About the Author Sam Harris is the author of the bestselling books The End of Faith, Letter to a Christian Nation, The Moral Landscape, Free Will and Lying. The End of Faith won the 2005 PEN Award for Nonfiction. His writing has been published in over fifteen languages. Dr. Hams is cofounder and CEO of Project Reason, a nonprofit foundation devoted to spreading scientific knowledge and secular values in society. He received a degree in philosophy from Stanford University and a PhD in neuroscience from UCLA. Please visit his website at SamHarris.org."
Books,"The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life Review “Resilience, happiness and freedom come from knowing what to care about--and most importantly, what not to care about. This is a masterful, philosophical and practical book that will give readers the wisdom to be able to do just that.” (Ryan Holiday, New York Times bestselling author of The Obstacle is the Way and Ego is the Enemy)“Mark’s ability to dig deep and offer amazing, yet counter-intuitive, insight into the challenges of life makes him one of my favorite writers, and this book is his best work yet.” (Matt Kepnes, New York Times bestselling author of Travel the World on $50 a Day: Travel Cheaper, Longer, Smarter)“This book hits you like a much-needed slap in the face from your best friend: hilarious, vulgar, and immensely thought-provoking. Only read if you’re willing to set aside all excuses and take an active role in living a f***ing better life.” (Steve Kamb, bestselling author of Level Up Your Life and founder of NerdFitness.com)“The opposite of every other book. Don’t try. Give up. Be wrong. Lower your standards. Stop believing in yourself. Follow the pain. Each point is profoundly true, useful, and more powerful than the usual positivity. Succinct but surprisingly deep, I read it in one night.” (Derek Sivers, Founder of CD Baby and author of Anything You Want: 40 Lessons for a New Kind of Entrepreneur)“An in-your-face guide to living with integrity and finding happiness in sometimes-painful places… This book, full of counterintuitive suggestions that often make great sense, is a pleasure to read and worthy of rereading. A good yardstick by which self-improvement books should be measured.” (Kirkus Reviews) 				    	 					 From the Back Cover New York Times Bestseller In this generation-defining self-help guide, a superstar blogger shows us that the key to being happier is to stop trying to be “positive” all the time and instead to become better at handling adversity.For decades we’ve been told that positive thinking is the key to a happy, rich life. But those days are over. “Fuck positivity,” Mark Manson says. “Let’s be honest; sometimes things are fucked up and we have to live with it.” For the past few years, Manson—via his wildly popular blog—has been working on correcting our delusional expectations for ourselves and for the world. He now brings his hard-fought wisdom to this groundbreaking book.Manson makes the argument—backed by both academic research and well-timed poop jokes—that improving our lives hinges not on our ability to turn lemons into lemonade, but on learning to better stomach lemons. Human beings are flawed and limited—as he writes, “Not everybody can be extraordinary—there are winners and losers in society, and some of it is not fair or your fault.” Manson advises us to get to know our limitations and accept them. This, he says, is the real source of empowerment. Once we embrace our fears, faults, and uncertainties—once we stop running from and avoiding, and start confronting painful truths—we can begin to find the courage and confidence we desperately seek.“In life, we have a limited amount of fucks to give. So you must choose your fucks wisely.” Manson brings a much-needed grab-you-by-the-shoulders moment of real-talk, filled with entertaining stories and profane, ruthless humor. This manifesto is a refreshing slap in the face for all of us so that we can start to lead more contented, grounded lives.              See all Product description"
Books,"40 Years Chapterwise Topicwise Solved Papers (2018-1979) IIT JEE Chemistry About the Author An editorial team of highly skilled professionals at Arihant, works hand in glove to ensure that the students receive the best and accurate content through our books. From inception till the book comes out from print, the whole team comprising of authors, editors, proof-readers and various other involved in shaping the book put in their best efforts, knowledge and experience to produce the rigorous content the students receive. Keeping in mind the specific requirements of the students and various examinations, the carefully designed exam oriented and exam ready content comes out only after intensive research and analysis. the experts have adopted whole new style of presenting the content which is easily understandable, leaving behind the old traditional methods which once used to be the most effective. They have been developing the latest content and updates as per the needs and requirements of the students making our books a hallmark for quality and reliability for the past 15 years."
Books,"College Botany: 1: Including Alge, Fungi, Lichens, Bacteria, Viruses, Plant Pathology, Industrial Microbiology and Bryophyta "
Books,"एन टी  ए-, यू. जी. सी. (नेट /सेट/जे आर एफ) सामान्य पेपर-1 : शिक्षण एवं शोध अभियोग्यता (UGC NET/SET Paper 1 - in Hindi (July 2018 paper included) About the Author के. वी. एस. मदान bestest.in के संस्थापक-निर्देशक हैं, जो की प्रतियोगी परीक्षाओं के लिए एक मॉक टेस्ट प्लेटफार्म है। उन्होंने पंजाब यूनिवर्सिटी, चंडीगढ़ से स्नातक एवं गुरु जम्भेश्वर यूनिवर्सिटी ऑफ़ साइंस एंड टेक्नोलॉजी, हिसार के अंतर्गत स्थापित हरियाणा स्कूल ऑफ़ बिज़नेस से प्रबंधन में स्नातकोत्तर की उपाधि प्राप्त की तथा यू जी सी नेट की परीक्षा जून 2012 में 83% अंकों के साथ उत्तीर्ण की। उन्होंने अरनी विश्वविद्यालय, काँगड़ा में सह-आचार्य के पद पर भी कार्य किया तथा पूर्व में चंडीगढ़ यूनिवर्सिटी (मोहाली), एम एम यूनिवर्सिटी (सोलन), पंजाब बिज़नेस स्कूल (फतेहगढ़ साहिब) में भी अध्यापन में विभिन्न पदों पर कार्यरत रहे। इसके अलावा, उन्होंने इस अवधि में यू जी सी द्वारा प्रायोजित कई फैकल्टी डेवलपमेंट कार्यक्रमों और कार्यशालाओं में मुख्य वक्ता के रूप में भाग लिया I वह सदैव ही विद्यार्थियों की सहायता के लिए तत्पर रहते हैं I  अंशु बाला मदान ने कुरुक्षेत्र यूनिवर्सिटी से राजनीति विज्ञान में स्नातकोतर एवं तत्पश्चात शिक्षण में स्नातकोतर की परीक्षा उत्तीर्ण की है। उनका विभिन्न शिक्षण संस्थानों में प्राध्यापक एवं अध्यापक के रूप में दीर्घकालीन अनुभव है। उन्होंने अपनी शिक्षण कार्यावधि में प्रतियोगी परीक्षाओं के लिए अनेकों छात्रों का भी मार्गदर्शन किया I"
Books,"The Theory of Everything Review Stephen Hawking's The Theory of Everything is a short book that can act as an introduction to the subjects of cosmology raised by modern science, but the book is only that; I preferred his Brief History of Time to this work because it was longer, more detailed, and covered more ground. If you are looking for a very basic introduction to the current thinking of astrophysicists, this is a good book; if you really want to wrestle with the subject at length, you should buy a Brief History of Time, or one of Paul Davies works, such as About Time. If you are looking for a good lecture series on physics, Richard Feynman's Six Easy Pieces and its sequel, Six Not So Easy Pieces is really the finest of this genre. That being said, the book does a good job in outlining the basic subject matter, discussing the development of the Big Bang theory, and the implications of both the general theory of relativity and quantum physics on the formation of the universe. Hawking is at his best when discussing singularities -- the points of the universe, such as black holes, where the laws of physics break down. --By D. W. Casey on June 27, 2002This is a collection of seven related lectures by Hawking originally published in 1996 under the title, The Cambridge Lectures: Life Works. He does not cover as much ground here as in did in A Brief History of Time, but what he does cover he does so in a charming and engaging style. There are some few statements here that could be interpreted as less than modest--although not by me--and a mistaken prediction or two, which may be a reason that Hawking is not pleased with this book's publication. He might also object to the title, since neither a ""Theory of Everything"" nor a conclusive answer to the origin and fate of the universe are presented. However, Hawking does address these questions, and his expression is interesting to read and has the agreeable characteristic of being laconic. There are no equations in the book, no mathematics as such, and everything is explained in language that would be intelligible to a high school student. There are the usual droll Hawking jokes about God and His intentions, facetious, epigram-like understatements (I have done a lot of work on black holes, and it would all be wasted if it turned out that black holes do not exist. p. 66) and witty asides about the convergence of politics on physics, as when he mentions a particle accelerator the size of the Solar System that ""would not be funded under current economic conditions."" --By Dennis Littrell on March 23, 2003this is one of the most interesting book . hawking has explained the whole universe very briefly . the book explains following things deeply *ideas about universe *expanding universe *black holes *origin and fate of universe *the direction of time * the theory of everything the book explains everything from beginning to the end of universe. it shows the interaction between science and natural powers. science lovers it will lead ur knowledge to a next level --By Shiva Thakur on 30 Sep 2012 				    	 					 About the Author Stephen Hawking is Lucasian Professor of Mathematics at the University of Cambridge and author of A Brief History of Time which was an international bestseller. His other books for the general reader include A Briefer History of Time, the essay collection Black Holes and Baby Universe and The Universe in a Nutshell. In 1963, Hawking contracted motor neurone disease and was given two years to live. Yet he went on to Cambridge to become a brilliant researcher and Professorial Fellow at Gonville and Caius College. Since 1979 he has held the post of Lucasian Professor at Cambridge, the chair held by Isaac Newton in 1663. Professor Hawking has over a dozen honorary degrees and was awarded the CBE in 1982. He is a fellow of the Royal Society and a Member of the US National Academy of Science. Stephen Hawking is regarded as one of the most brilliant theoretical physicists since Einstein."
Books,"The Monk Who Sold His Ferrari Review Everyone loves a good fable, and this is certainly one. The protagonist is Julian Mantle, a high-profile attorney with a whacked-out schedule and a shameful set of spiritual priorities. Of course it takes a crisis (heart attack) to give Mantle pause. And pause he does--suddenly selling all his beloved possessions to trek India in pursuit of a meaningful existence. The Himalayan gurus along the way give simple advice, such as, ""What lies behind you and what lies before you is nothing compared to what lies within you."" Yet it is easy to forgive the story's simplicity because each kernel of wisdom is framed to address the persistent angst of Western white-collar professionals. Here is the story of Julian Mantle, a superstar lawyer whose out-of-balance lifestyle leads him to a near-fatal heart attack in a packed courtroom. His physical collapse brings him into a spiritual crisis that forces him to confront the condition of his life. Hoping to find happiness and fulfillment, he embarks upon an extraordinary odyssey to an ancient culture, where he discovers a powerful system to release the potential of his mind, body, and soul and learns to live with passion, purpose, and peace. Brilliantly blending ancient spiritual wisdom of the east with contemporary success principles of the West, this inspiring tale provides a step-by-step approach to living with greater courage, balance, abundance and joy. From the Back Cover Product Dimensions: 8.4 x 5.4 x 0.4 inches The # 1 International Bestseller Wisdom to Create a Life of Passion, Purpose, and Peace This inspiring tale provides a step-by-step approach to living with greater courage, balance, abundance, and joy. A wonderfully crafted fable, The Monk Who Sold His Ferrari tells the extraordinary story of Julian Mantle, a lawyer forced to confront the spiritual crisis of his out-of-balance life. On a life-changing odyssey to an ancient culture, he discovers powerful, wise, and practical lessons that teach us to: Develop joyful thoughts Follow our life s mission and calling Cultivate self-discipline and act courageously Value time as our most important commodity Nourish our relationships, and live fully, one day at a time 				    	 					              See all Product description"
Books,COMPREHENSIVE GUIDE FOR NURSING COMPETITIVE EXAM (ENGLISH)
Books,"Mental Math: Strategies and Process Skills to Develop Mental Calculation, Grade 6 (Level 5) (Singapore Math) From the Back Cover Solving tricky math problems just got easier! Mental Math Level 5 provides mental thinking and calculation strategies adapted from the world-renowned Singapore Math curriculum. Math researchers agree that practicing these strategies will help students train their minds and solve math problems quickly and accurately while developing a foundation for future math experiences. This book is part of the successful Singapore Math series.The book features 52 practice pages, one page for each week of the year. Each mental math strategy is introduced with an example and guided steps that help students break down problems and compute answers without the aid of written or calculator computation.Strategies such as breaking up, rounding, rearranging, and finding remainders will help students solve addition, subtraction, multiplication, and division problems more effectively. Mental Math Level 5 is perfect for building and strengthening mental calculation skills and helping students progress to the next math level.About Singapore MathThe national math curriculum used in Singapore has been recognized worldwide for its excellence in producing students highly skilled in mathematics. Mathematics in the Singapore primary (elementary) curriculum covers fewer topics but in greater depth. Key math concepts are introduced and built upon to reinforce various mathematical ideas and thinking. Singapore Math curriculum aims to help students develop the necessary math process skills for everyday life and to provide students with the opportunity to master math concepts."
Books,Additional Notes on Arrow Release 
Books,"Oswaal CBSE Solved Papers Class 12 English Core Chapterwise and Topicwise (For March 2019 Exam) About the Author This latest offering Oswaal Books is developed by “Oswaal Panel of Experts”.  Oswaal Books strongly believes in Making Learning Simple. To ensure student friendly yet highly exam-oriented content, we take due care in developing our Panel of Experts. Accomplished teachers with 100+ years of combined experience, Subject Matter Experts with unmatchable subject knowledge, dynamic educationists, professionals with keen interest in education and topper students from the length and breadth of the country, together form the coveted Oswaal Panel of Experts. It is with their expertise, guidance and keen eye for details that the content in each offering from Oswaal Books meets highest quality standards. No wonder, Oswaal Books holds an enviable place in every student’s heart!"
Books,"Generic 12Pcs Butterfly Design Dry Fly Fishing Flies Fish Lure Hook Accessories Description  Vivid butterfly design Works well as an attractor Total Size: approx. 0.67 x 0.28 inch / 1.7 x 0.7 cm Hook Length: approx. 0.63 inch / 16mm Hook Width: approx. 6mm Suitable for trout, marlin, ladyfish, jewfish, black carp etc. Material: metal Color: as shown in the pictures   Package Includes:  12 x Fishing Flies"
Books,"On a Beam of Light: A Story of Albert Einstein Review ""Einstein positively glows, radiating love and intelligence.""-The Washington Post""Sure to captivate young readers."" - ReaderKidz""Something of an It Gets Better Project for mathematically precocious children.""--The New York Times""Simply voiced, with word choices and illustrations as exciting as the subject.""--Herald-Sun Best Books of 2013""Richly imagined, beautifully designed, impressionistic biography."" - School Library Journal, starred review""Remarkable."" - Mamarama, Redbook's Mom Blog Council""On a Beam of Light reminds us that imagination is important, and that thinking is valuable. A great message for the little scientist in your life!"" - Emily, bookseller, Hooray for Books!""Makes genius Albert Einstein seem accessible."" - Nerdy Book Club""It's not easy to explain Einstein to young readers, but this terrific book pulls it off.""--Bookist Top 10 Biographies for Youth""It's impossible not to be inspired, not only by Einstein himself but also by this dazzling account of his life and imagination.""--BookPage 				    	 					 About the Author Jennifer Berne is the author of the acclaimed Manfish, about Jacques Cousteau, and spends her time writing children's books about the subjects she loves most—our amazing universe and the people who are passionate about it. She lives in Copake, New York.Vladimir Radunsky, when not creating award-winning children's books, refills his soul with the sounds of Bach, Chopin, and Snoop Dogg. He lives in Rome, Italy."
Books,"Nexplora Industries Decorative Pen Stand/Pencil Holder/Spoon Holder for Office Table Accessories Its a perfect piece for your home decor.It is nice concept for a gift and would be an object of attention in your office or home. It makes the perfect choice for home decor and as a gift item for all occasions like festivals, wedding, birthdays, anniversaries as well as corporate gifting."
Books,"Swami Vivekananda: A Biography Swami Vivekananda, was an Indian Hindu monk and chief disciple of the 19th-century saint Ramakrishna. He was a key figure in the introduction of the Indian philosophies of Vedanta and Yoga to the Western world and is credited with raising interfaith awareness, bringing Hinduism to the status of a major world religion during the late 19th century. He was a major force in the revival of Hinduism in India, and contributed to the concept of nationalism in colonial India. Vivekananda founded the Ramakrishna Math and the Ramakrishna Mission. He is perhaps best known for his inspiring speech which began, ""Sisters and brothers of America ...,"" in which he introduced Hinduism at the Parliament of the World's Religions in Chicago in 1893. Vivekananda conducted hundreds of public and private lectures and classes, disseminating tenets of Hindu philosophy in the U.S., England and Europe. In India, Vivekananda is regarded as a patriotic saint and his birthday is celebrated as National Youth Day in India."
Books,Barrons GRE Verbal Workbook 
Books,"Book on Acting: Improvisation Techniques for the Professional Actor in Film, Theater & Television Review Improvisation is essential to acting and Book is a terrific teacher. -- William Hurt  From the Publisher A new technique for improvising performances with scripted and memorized lines. The ability to improvise a skilled performance while speaking scripted and memorized lines is of paramount importance to actors working in todays film and television productions, which often allow very little if any rehearsal time. Through his innovative Improvisation Technique, Stephen Book shows the actor how to create a spontaneous performance by applying improvisation to traditional script-acting for film, theater, and television. Book on Acting begins with immediate training in how to improvise. Books fundamental principle of improvisation is ""Acting is doing, and there is always more to do."" The actor learns what to do to keep himself in a spontaneous improvisational state. This Improvisation Technique is then applied to exercises with scripted lines, developing sophisticated improvisation skills for enhancing character, emotions, conflict, and agreement as well as improving the actors audition process. Also included is a unique process for breaking down scripted scenes into improvisation choices. Book on Acting contains film and television scenes in which Book-coached actors, used his Improvisation Technique to create their performances. These scenes, showing the actors performance choices, demonstrate the use of Improvisation Technique in different genres of acting. Well-known theater and film scenes are included, as well as scenes from such TV shows as Melrose Place, Star Trek: Voyager, L.A. Law, Frasier, and The Practice. Books Improvisation Technique extends the work of Viola Spolin (author of Improvisation for the Theater). Book was Spolins student, assistant, representative, and her partner in the Spolin Theater Game Center in Hollywood, where he served as executive director and principal teacher in the 1970s. 				    	 					              See all Product description"
Books,The Constitutional Law of India (in English) Being a standard and reputed text book on the law of Indian Constitution.
Books,"How to Win Friends and Influence People (DELUXE EDITION) About the Author Dale Carnegie (1888–1955) was an American writer and lecturer and the developer of famous courses in self-improvement, salesmanship, corporate training, public speaking and interpersonal skills.He was born in an impoverished family in Maryville, Missouri. Carnegie harboured a strong love and passion for public speaking from a very early age and was very proactive in debate in high school. During the early 1930’s, he was renowned and very famous for his books and a radio program. 'When How to Win Friends and Influence People' was published in 1930, it became an instant success and subsequently became one of the biggest bestsellers of all time.Carnegie loved teaching others to climb the pillars of success. His valuable and tested advice was used in many domains and has been the inspiration of many famous people’s success. One of the core ideas in his books is that it is possible to change other people's behaviour by changing one's reaction to them."
Books,"Society Tea Masala Tea Jar, 250g Fortified with spices that are proven to have excellent antioxidant properties and great, robust flavour, Society Masala Tea is meant to be. Brew yourself a cup or two of this elixir, and feel your troubles, stresses and qualms, just melt away. Piquant and beautifully balanced, this tea is a 10 on the Richter scale in terms of taste."
